Order ID,Order Date,Region,Customer Name,Sales,Profit
CA-2016-129714,1 Sept 2016,East,Adam Bellavance,4438.686,1453.4346
CA-2017-118892,17 Aug 2017,East,Tom Prescott,4416.174,-630.882
CA-2016-103982,3 Mar 2016,Central,Alex Avila,4406.072,-747.1021000000001
CA-2015-117086,8 Nov 2015,East,Quincy Jones,4404.9,1013.127
CA-2014-167199,6 Jan 2014,South,Maria Etezadi,4374.88,1343.4814
US-2017-102183,21 Aug 2017,East,Pete Kriz,4337.639999999999,1464.3546000000001
CA-2016-113831,30 May 2016,South,Anna Häberlin,4317.3,1069.944
CA-2015-116638,28 Jan 2015,South,Joseph Holt,4297.644,-1862.3124
CA-2014-160766,14 Sept 2014,East,Darrin Martin,4283.7919999999995,1599.6806
CA-2014-102988,5 Apr 2014,South,Greg Maxwell,4251.92,112.2737
CA-2015-137113,1 Dec 2015,West,Tamara Willingham,4210.65,598.0776000000001
CA-2015-147830,15 Dec 2015,East,Natalie Fritzler,4190.205999999999,-1980.3793999999998
CA-2017-127432,22 Jan 2017,West,Alan Dominguez,4189.379999999999,1455.5515
CA-2016-159016,10 Mar 2016,West,Karen Ferguson,4173.812,371.0568
CA-2017-168109,3 Jul 2017,West,Jim Kriz,4150.972,981.3005
CA-2016-107104,26 Nov 2016,West,Maribeth Schnelling,4104.174,487.8992
CA-2015-120782,28 Apr 2015,Central,Shirley Daniels,3999.7019999999998,1947.981
CA-2016-122903,27 May 2016,Central,Laura Armstrong,3963.57,921.1416
CA-2017-117457,8 Dec 2017,West,Keith Herrera,3955.5070000000005,431.81620000000004
CA-2015-149846,22 May 2015,West,Sarah Brown,3862.0980000000004,425.8189
CA-2017-119809,18 Aug 2017,West,Yana Sorensen,3859.488,1255.2411
CA-2014-116246,12 Sept 2014,East,Luke Weiss,3785.292,420.588
CA-2014-163223,21 Mar 2014,South,Kristen Hastings,3769.56,1038.5751
CA-2015-102491,24 Aug 2015,South,Katrina Willman,3747.9300000000003,1605.7021
CA-2014-131926,1 Jun 2014,Central,Dianna Wilson,3745.63,1154.6735
CA-2017-102204,1 May 2017,South,Caroline Jumper,3740.51,-457.7308
CA-2014-115812,9 Jun 2014,West,Brosina Hoffman,3714.304,300.7687
CA-2015-158421,21 Sept 2015,South,Giulietta Baptist,3631.96,756.0033
US-2017-110576,28 Nov 2017,East,Ross Baird,3629.936,-543.6025999999999
CA-2016-124590,12 Nov 2016,East,Susan Pistek,3588.096,4.565399999999995
CA-2016-160717,6 Jun 2016,West,Maria Etezadi,3528.488,391.759
CA-2014-125997,20 Sept 2014,East,Mitch Webber,3519.37,992.7092
CA-2017-165323,17 Jun 2017,East,Steven Roelle,3505.84,1676.3121999999998
CA-2017-137596,2 Sept 2017,Central,Bill Eplett,3480.96,1234.3688
US-2014-148838,17 Mar 2014,East,Christine Phan,3455.13,-1031.6701
CA-2015-124891,31 Jul 2015,East,Rick Hansen,3419.872,480.6405
CA-2017-166093,17 Aug 2017,West,Rick Wilson,3397.732,902.0742
CA-2015-164301,26 Mar 2015,West,Ellis Ballard,3393.68,610.8624
CA-2015-131338,9 Aug 2015,East,Naresj Patel,3385.614,800.0789000000001
US-2015-160857,8 May 2015,East,Natalie Webber,3384.518,1082.9507
CA-2016-169663,10 Mar 2016,West,Rick Huthwaite,3384.45,382.8315
CA-2017-133865,8 May 2017,West,Penelope Sewall,3359.952,1049.985
CA-2016-145625,11 Sept 2016,West,Kelly Collister,3354.98,639.577
US-2016-126452,21 Aug 2016,West,Scot Coram,3339.122,275.90000000000003
CA-2014-117639,21 May 2014,South,Mitch Willingham,3333.8999999999996,1449.5187
US-2015-134558,19 Dec 2015,East,Peter McVee,3332.974,426.81389999999993
US-2015-150630,17 Sept 2015,East,Tracy Blumstein,3329.434,-1647.9386
CA-2017-122490,13 Nov 2017,West,Ted Trevino,3321.278,354.8955000000001
CA-2017-143567,2 Nov 2017,South,Thomas Boland,3291.0699999999997,829.6397000000001
CA-2014-144414,17 Jun 2014,West,Gary Hwang,3290.516,1073.143
CA-2015-135580,30 Dec 2015,West,Clay Ludtke,3251.34,490.6038000000001
US-2014-131275,18 Mar 2014,West,Sample Company A,3247.1580000000004,764.5337999999999
CA-2016-133711,26 Nov 2016,South,Mark Cousins,3236.41,1556.6952
US-2015-163825,16 Jun 2015,East,Lena Creighton,3184.356,1177.386
CA-2015-121720,11 Jun 2015,South,Jim Epp,3165.744,-129.58819999999997
CA-2016-135265,7 Jul 2016,West,Christopher Conant,3136.868,965.8569
CA-2014-119375,17 Nov 2014,East,Yoseph Carroll,3116.49,833.7633000000001
CA-2017-133263,31 Mar 2017,South,Jim Epp,3098.6099999999997,1488.0236
CA-2017-141439,26 Nov 2017,Central,Tonja Turnell,3083.94,905.6227999999999
CA-2017-159366,7 Jan 2017,Central,Bart Watters,3059.982,679.996
CA-2017-152912,9 Nov 2017,East,Brian Moss,3013.78,991.3617999999999
US-2017-105935,26 Jan 2017,South,Bradley Drucker,3002.6499999999996,788.8426
CA-2017-161956,27 Aug 2017,West,Dan Reichenbach,2971.792,926.335
CA-2017-145219,24 Dec 2017,West,Robert Marley,2970.4320000000002,1041.9132
CA-2017-119284,15 Jun 2017,South,Thomas Seio,2942.784,286.3595
US-2017-163300,15 Sept 2017,West,Erica Smith,2911.7839999999997,895.6085
US-2016-163881,24 Nov 2016,West,Sung Pak,2904.572,618.7338
CA-2017-115602,18 Dec 2017,East,Doug Jacobs,2888.518,669.7832
CA-2014-136567,20 Dec 2014,South,Penelope Sewall,2884.37,623.1932999999999
US-2016-116729,25 Dec 2016,West,Grace Kelly,2875.544,355.6392
CA-2014-120474,1 Dec 2014,Central,Resi Pölking,2854.48,686.4744000000001
CA-2014-133592,31 Dec 2014,East,Katherine Murray,2846.22,1071.7253999999998
CA-2016-129630,4 Sept 2016,West,Ionia McGrath,2824.23,953.7237
CA-2015-164777,27 Jan 2015,West,Sean Christensen,2803.92,0
US-2015-100377,28 Aug 2015,Central,Todd Sumrall,2799.96,874.9875
CA-2016-163804,2 Dec 2016,East,Deborah Brumfield,2781.7700000000004,782.5165999999999
CA-2017-157854,8 Apr 2017,South,Denise Monton,2747.25,1280.5143
US-2017-141677,26 Mar 2017,Central,Heather Kirkland,2737.672,370.80559999999997
CA-2014-154627,29 Oct 2014,Central,Sue Ann Reed,2735.952,341.994
CA-2015-139731,15 Oct 2015,Central,Joel Eaton,2717.31,-307.6095
CA-2014-127299,19 Sept 2014,South,John Lee,2692.329,-937.4184
CA-2017-123967,1 Nov 2017,West,Sarah Foster,2690.74,247.7558
US-2016-164196,11 Nov 2016,Central,Alejandro Savely,2678.94,241.1046
CA-2015-111038,1 Dec 2015,West,Lindsay Castell,2676.672,267.6672
CA-2016-163167,28 Nov 2016,South,Randy Ferguson,2673.6899999999996,431.2023
CA-2015-124450,27 Apr 2015,East,Greg Tran,2670.19,974.3135
CA-2016-114489,5 Dec 2016,Central,Justin Ellison,2657.81,775.9808
CA-2014-169019,26 Jul 2014,Central,Luke Foster,2656.716,-3791.1634000000004
CA-2015-146563,24 Aug 2015,Central,Cassandra Brandow,2645.021,-133.18769999999995
CA-2015-123113,23 Nov 2015,East,Annie Thurman,2643.06,739.5186
CA-2017-112333,8 Apr 2017,East,Karen Ferguson,2633.5099999999998,632.4618999999999
CA-2015-160227,2 Nov 2015,East,Emily Ducich,2621.322,553.3902
CA-2016-108987,8 Sept 2016,Central,Anna Gayman,2620.9375999999997,-345.6218
CA-2017-134845,17 Apr 2017,West,Sharelle Roach,2613.309,-3424.3546
US-2017-161935,14 Jul 2017,East,John Lee,2610.73,-201.04759999999996
CA-2017-107174,6 Nov 2017,West,Adam Bellavance,2595.388,326.268
CA-2014-141313,28 Dec 2014,East,Anthony Jacobs,2583.1900000000005,654.9194
CA-2015-155306,17 Apr 2015,West,George Ashbrook,2572.5,625.8474
CA-2015-120677,31 May 2015,Central,Bill Donatelli,2567.84,770.352
CA-2017-156776,7 Aug 2017,West,Jeremy Lonsdale,2563.314,533.3393
CA-2016-169670,25 Dec 2016,East,Joe Elijah,2563.056,313.2624
CA-2015-164882,31 Oct 2015,West,Sandra Glassco,2562.1710000000003,349.84559999999993
US-2016-114013,13 Mar 2016,East,Stewart Carmichael,2550.587,-928.2666
CA-2016-168354,19 Sept 2016,East,Rick Huthwaite,2545.12,757.561
CA-2015-162782,21 Feb 2015,East,Pierre Wener,2541.98,1270.99
CA-2015-105627,8 Mar 2015,Central,Dana Kaydos,2531.8799999999997,596.7203
CA-2017-168858,19 Nov 2017,East,Justin Deggeller,2521.4799999999996,634.555
CA-2015-109575,18 Sept 2015,East,Ken Heidel,2503.8199999999997,497.4408
CA-2016-104157,25 Jul 2016,South,Meg Tillman,2503.47,421.22339999999997
CA-2017-160885,2 Dec 2017,Central,Juliana Krohn,2479.96,743.988
US-2017-118087,9 Sept 2017,East,Stefania Perrino,2457.141,-344.0748
CA-2016-105081,25 Dec 2016,West,Joe Elijah,2445.602,681.3864
US-2017-162558,2 Oct 2017,South,Dean percer,2437.672,-1034.8360999999998
US-2017-135013,24 Jul 2017,West,Harold Ryan,2399.96,839.986
CA-2016-107202,21 May 2016,West,Linda Cazamias,2396.4,179.73
CA-2017-128363,13 Aug 2017,South,Dan Campbell,2382.926,-1145.1882
CA-2016-147256,17 Oct 2016,Central,Frank Carlisle,2377.56,972.2454
CA-2016-105732,13 Sept 2016,Central,Alejandro Grove,2374.73,696.2947000000001
CA-2017-138975,19 May 2017,South,Shahid Collister,2361.52,617.5645
CA-2014-122931,29 Sept 2014,East,Suzanne McNair,2358.672,-413.5152
CA-2014-126683,29 Sept 2014,West,Paul Prost,2354.98,402.2562
CA-2017-121027,18 Aug 2017,West,Helen Wasserman,2340.06,595.74
CA-2015-169796,9 Nov 2015,East,Dean percer,2339.84,1117.5618
CA-2016-114727,18 Jul 2016,West,Linda Southworth,2331.84,16.2408
CA-2014-126403,9 Sept 2014,East,Rick Reed,2304.37,543.5698
CA-2015-137974,16 Apr 2015,South,Lauren Leatherbury,2298.8999999999996,397.9448
US-2016-113677,13 Nov 2016,East,Corinna Mitchell,2294.9,599.6619999999999
CA-2017-120376,22 Dec 2017,Central,Theone Pippenger,2283.4300000000003,577.1258
CA-2017-150091,12 Oct 2017,East,Nora Paige,2258.28,160.4214
CA-2017-157987,2 Sept 2017,East,Ann Chong,2255.868,297.8179
CA-2015-135685,16 Nov 2015,Central,Mike Pelletier,2233.02,538.0962
CA-2017-149048,13 May 2017,Central,Brian Moss,2229.1800000000003,754.7022
CA-2015-113145,1 Nov 2015,East,Valerie Dominguez,2220.06,841.9446
CA-2014-110408,18 Oct 2014,South,Alan Schoenberger,2216.8,444.6902
CA-2015-130659,4 Dec 2015,East,Maribeth Schnelling,2201.864,578.5957999999999
US-2015-128090,16 Aug 2015,West,John Murray,2200.328,319.1643
CA-2017-142090,30 Nov 2017,South,Shahid Collister,2165.658,-571.6885
CA-2015-121783,10 Nov 2015,Central,Philisse Overcash,2165.1200000000003,644.3432
CA-2014-128524,11 Nov 2014,West,Mary Zewe,2158.694,784.8075
CA-2015-121797,30 Jan 2015,West,Charles Crestani,2147.3360000000002,297.8469
CA-2016-143805,1 Dec 2016,South,Jonathan Doherty,2145.25,706.3045
CA-2014-126361,4 Aug 2014,West,Valerie Dominguez,2126.034,576.5563
CA-2014-145387,31 Oct 2014,East,Anne McFarland,2116.5060000000003,472.0844000000001
CA-2017-121790,30 Jan 2017,Central,Liz Preis,2113.567,209.1466
CA-2017-117212,26 Feb 2017,West,Bradley Talbott,2110.72,299.1056
CA-2017-149559,11 Sept 2017,West,Karen Ferguson,2089.412,273.873
CA-2015-135622,8 Dec 2015,Central,Tonja Turnell,2079.112,281.1181
US-2016-108504,5 Feb 2016,South,Paul Prost,2075.51,688.7151
CA-2016-131737,17 Mar 2016,East,Gary Zandusky,2073.3500000000004,640.1885
CA-2016-168032,30 Jan 2016,Central,David Flashing,2067.7960000000003,-397.12760000000003
CA-2014-166954,25 Apr 2014,West,Beth Thompson,2061.01,290.8953
CA-2014-169726,9 Aug 2014,West,Joseph Holt,2060.744,643.9825
CA-2017-123372,28 Nov 2017,East,Deirdre Greer,2059.85,530.9545
CA-2016-133935,18 Sept 2016,West,Jane Waco,2056.0060000000003,131.24200000000002
CA-2014-131450,8 Aug 2014,West,Lena Radford,2049.816,604.5839
CA-2017-141733,7 May 2017,Central,Rick Wilson,2049.534,568.1281000000001
CA-2015-113404,16 Jul 2015,West,Eleni McCrary,2048.8559999999998,-140.3973
US-2014-135972,21 Sept 2014,West,Jack Garza,2046.354,729.7065
CA-2017-111738,3 Jan 2017,West,Christopher Martinez,2031.3919999999998,685.6176
CA-2016-125087,18 Apr 2016,Central,Thea Hudgings,2027.188,-82.8626
CA-2014-134313,1 Nov 2014,West,Russell Applegate,2027.144,252.3136
CA-2015-125976,27 Sept 2015,South,Jamie Kunitz,2026.7800000000002,631.269
CA-2015-121188,28 Aug 2015,West,Cassandra Brandow,2017.5320000000002,356.6324
US-2017-118941,12 Aug 2017,East,Brenda Bowman,2017.3200000000002,438.40799999999996
US-2017-167318,26 Jul 2017,West,George Zrebassa,2012.3020000000001,705.274
CA-2017-107517,5 Feb 2017,West,Fred Chung,2011.9,501.156
US-2016-131611,5 Nov 2016,Central,Emily Phan,2007.9048,-366.6311
CA-2016-155530,17 Dec 2016,West,Charles McCrossin,2003.52,-325.572
CA-2014-163748,14 Oct 2014,Central,Hunter Glantz,2003.1200000000001,616.4554999999999
CA-2016-157791,23 Dec 2016,East,Carol Adams,1999.96,899.982
CA-2017-123491,30 Oct 2017,West,Jamie Kunitz,1993.772,557.3313
CA-2017-155880,25 Mar 2017,Central,Justin Deggeller,1986.52,482.5819
CA-2016-133725,23 May 2016,Central,Ken Lonsdale,1979.928,148.4946
CA-2014-120768,19 Dec 2014,South,Irene Maddox,1979.8899999999999,240.6027
CA-2015-110863,17 Nov 2015,Central,Anna Andreadi,1971.46,439.31379999999996
CA-2015-111514,31 Aug 2015,West,Scott Cohen,1966.5569999999998,343.9643
CA-2017-167752,15 Jan 2017,East,Robert Waldorf,1958.544,316.5442
CA-2015-114069,13 Jul 2015,East,Natalie DeCherney,1952.808,330.80159999999995
CA-2016-142335,15 Dec 2016,Central,Michael Paige,1949.31,311.4315
CA-2015-157084,19 Dec 2015,West,James Galang,1941.81,641.469
CA-2016-165330,11 Dec 2016,West,William Brown,1937.924,272.3826
CA-2017-136308,16 Nov 2017,West,Mitch Willingham,1919.976,215.9973
CA-2015-102582,15 Sept 2015,South,Natalie Webber,1918.79,506.9794
US-2017-112347,2 Dec 2017,West,Bill Stewart,1915.624,-316.46400000000006
CA-2015-160171,19 Oct 2015,West,Robert Marley,1910.7,556.596
CA-2014-154893,21 Dec 2014,West,Gary McGarr,1897.92,184.908
CA-2017-159100,16 Oct 2017,South,Victoria Pisteka,1893.786,-964.4829
CA-2014-126760,26 Jul 2014,West,Kunst Miller,1891.316,110.6962
US-2017-122714,7 Dec 2017,Central,Henry Goldwyn,1889.99,-2929.4845
CA-2014-151330,14 Oct 2014,East,Toby Carlisle,1885.27,312.9472
CA-2015-140984,14 Sept 2015,East,Craig Carroll,1884.1440000000002,592.242
CA-2017-147760,4 Nov 2017,South,Kelly Lampkin,1883.7240000000002,-73.0503
CA-2017-144491,27 Mar 2017,Central,Caroline Jumper,1875.128,-98.07039999999999
CA-2015-126725,17 Nov 2015,West,Brian Stugart,1873.606,175.3879
US-2017-105998,3 Nov 2017,West,Clay Rozendal,1872.934,108.8048
US-2014-147627,20 Jan 2014,South,Hunter Lopez,1859.4,437.2475
CA-2016-106950,2 Sept 2016,South,Joe Elijah,1854.241,162.1988
CA-2017-151799,14 Dec 2017,East,Ben Ferrer,1843.402,432.3557
CA-2014-154599,12 Apr 2014,West,Kean Nguyen,1840.043,120.83730000000003
US-2017-167920,9 Dec 2017,South,John Lee,1827.51,764.8837
US-2017-142188,11 Sept 2017,West,Jennifer Ferguson,1820.208,494.42050000000006
CA-2015-146262,2 Jan 2015,East,Victoria Wilson,1816.6960000000001,-1196.0596
CA-2017-117324,8 Dec 2017,Central,Jeremy Pistek,1816.3600000000001,419.3294
US-2017-158526,29 Dec 2017,South,Katherine Hughes,1814.6799999999998,494.86490000000003
CA-2014-124688,27 Aug 2014,South,Corey Catlett,1812.0100000000002,481.4421
CA-2017-119452,21 Mar 2017,Central,Clay Ludtke,1805.88,523.7052
CA-2016-126732,2 Sept 2016,West,Lena Radford,1804.2479999999996,136.618
CA-2015-134719,10 Oct 2015,South,John Dryer,1801.632,-337.806
US-2017-117723,15 Aug 2017,East,Dionis Lloyd,1801.632,-337.806
CA-2016-105459,12 Aug 2016,East,Nora Preis,1800.168,220.1534
CA-2014-116666,8 May 2014,East,Kean Thornton,1799.97,239.996
CA-2017-141789,3 Oct 2017,Central,Amy Cox,1793.98,843.1706
CA-2016-101546,18 Dec 2016,East,Grace Kelly,1793.98,843.1706
CA-2014-152268,2 Sept 2014,South,Sanjit Chand,1793.98,843.1706
US-2015-127040,6 Dec 2015,East,Speros Goranitis,1782.17,162.96679999999998
CA-2017-112515,17 Sept 2017,West,Alan Schoenberger,1782.1040000000003,247.5869
CA-2014-107818,8 Sept 2014,West,Marc Crier,1771.52,235.22320000000002
CA-2017-152975,14 Sept 2017,East,Roger Barcio,1770.19,329.6405
CA-2014-103310,10 May 2014,West,Greg Matthias,1769.784,187.6596
CA-2016-153598,3 Dec 2016,West,Neoma Murray,1761.8500000000001,711.4540000000001
CA-2015-141243,3 Jan 2015,Central,Amy Hunt,1757.8536,-352.0866
CA-2017-105669,17 Sept 2017,Central,Sanjit Jacobs,1749.902,4.223399999999998
CA-2016-169838,25 Nov 2016,Central,Brenda Bowman,1745.9099999999999,400.11209999999994
CA-2015-147788,31 May 2015,West,Tamara Manning,1745.71,209.63500000000002
CA-2015-126557,12 Jul 2015,Central,Rob Lucas,1745.399,109.9847
CA-2014-108147,8 Jun 2014,East,Rick Duston,1745.3600000000001,109.524
US-2017-100930,7 Apr 2017,South,Christopher Schild,1735.8505,-361.57050000000004
CA-2014-125829,4 Nov 2014,West,William Brown,1729.4160000000002,159.6372
CA-2017-131254,19 Nov 2017,Central,Nathan Cano,1729.286,-2330.2698
US-2015-126214,21 Dec 2015,West,John Stevenson,1717.9699999999998,392.8934
CA-2015-115567,13 Sept 2015,Central,Zuschuss Carroll,1716.16,410.2088
CA-2017-113418,1 Oct 2017,East,Corinna Mitchell,1704.89,767.2005
CA-2016-152555,29 Mar 2016,Central,Maria Etezadi,1702.38,40.7136
CA-2017-145884,21 Oct 2017,Central,Sara Luxemburg,1702.0300000000002,437.28560000000004
US-2016-102239,5 May 2016,West,Lindsay Williams,1691.6080000000002,322.322
CA-2017-105914,2 Oct 2017,West,Paul Van Hugh,1687.2600000000002,246.8132
US-2015-163279,22 Mar 2015,West,Justin Deggeller,1685.4560000000001,250.1694
CA-2014-131387,28 Apr 2014,West,Arianne Irving,1679.96,125.997
CA-2014-157147,13 Jan 2014,West,Brian Dahlen,1679.749,249.14939999999999
US-2016-121013,5 Sept 2016,South,Michael Moore,1678,325.83680000000004
US-2016-165505,23 Jan 2016,East,Claudia Bergmann,1672.31,452.4404
US-2016-100461,8 Jan 2016,Central,Jack O'Briant,1671.93,456.9723
CA-2016-162390,6 Dec 2016,East,Dave Poirier,1671.08,482.662
CA-2017-148446,10 Dec 2017,West,Michael Chen,1669.6,116.872
CA-2015-102281,12 Oct 2015,East,Mark Packer,1668.988,210.91140000000001
CA-2017-158729,19 Dec 2017,South,Amy Cox,1665.62,33.3124
CA-2015-141565,20 Sept 2015,South,Barry Gonzalez,1664.1319999999998,-972.0496
CA-2014-105984,24 Nov 2014,East,Muhammed Yedwab,1661.028,-244.9116
CA-2016-125220,14 Oct 2016,Central,Bobby Elias,1649.75,544.4175
CA-2017-143063,10 Aug 2017,Central,Ivan Liston,1645.87,438.68039999999996
CA-2014-140858,28 Jun 2014,East,Cynthia Arntzen,1639.711,106.72200000000001
CA-2014-165309,11 Nov 2014,Central,Karen Daniels,1639.496,-1340.5041
CA-2015-167010,5 Apr 2015,East,Valerie Takahito,1636.356,-257.9199
CA-2015-155600,4 Dec 2015,South,Rose O'Brian,1635.018,-1053.3600000000001
US-2017-120390,19 Oct 2017,South,Tracy Hopkins,1633.188,-1306.5504
CA-2016-127138,12 Mar 2016,West,Dean Katz,1632.3619999999999,139.0491
CA-2017-118724,21 Jul 2017,West,Anthony Rawles,1629.712,123.654
CA-2016-121370,14 Nov 2016,East,Eugene Barchas,1628.6100000000001,167.994
CA-2016-130946,8 Apr 2016,Central,Zuschuss Carroll,1616.704,-1790.2708
CA-2014-150798,1 Dec 2014,East,Joe Kamberova,1614.1240000000003,72.1372
CA-2016-102162,11 Sept 2016,South,Jill Fjeld,1611.01,757.3965
CA-2014-124856,29 Sept 2014,East,Lisa DeCherney,1609.32,445.9008
CA-2016-105207,3 Jan 2016,Central,Bill Overfelt,1604.73,355.773
CA-2016-128594,26 Aug 2016,West,Don Jones,1603.136,100.196
CA-2016-152247,7 Nov 2016,West,Michelle Arnett,1603.136,100.196
CA-2016-150350,23 Aug 2016,West,Maxwell Schwartz,1599.864,115.09819999999999
CA-2016-109869,22 Apr 2016,West,Tanja Norvell,1588.3229999999999,-857.1918000000001
CA-2017-163006,30 Jun 2017,Central,Gary Hansen,1584.8659999999998,-63.961200000000005
CA-2017-146983,2 Sept 2017,South,Alan Hwang,1577.94,757.4112
CA-2017-103877,7 Sept 2017,Central,Robert Dilbeck,1577.94,757.4112
CA-2014-150245,31 Dec 2014,East,Pamela Coakley,1573.488,196.686
CA-2015-101889,27 Dec 2015,East,David Bremer,1568.862,-457.9902
CA-2016-165848,4 Jun 2016,East,Edward Nazzal,1562.694,397.39149999999995
CA-2016-146934,22 May 2016,East,Art Ferguson,1562.0860000000002,356.81860000000006
CA-2017-111556,20 Nov 2017,East,Carlos Daly,1559.6680000000001,344.053
CA-2015-156482,6 Feb 2015,East,Ivan Liston,1558.42,350.5498
CA-2016-107783,28 Jul 2016,East,Olvera Toch,1556.694,-990.543
CA-2015-142944,6 Mar 2015,West,John Lucas,1555.244,473.7518
CA-2014-151995,13 Oct 2014,West,Zuschuss Carroll,1549.77,379.4924
CA-2015-138009,29 Nov 2015,Central,Sylvia Foulston,1542.47,444.2672
CA-2017-103212,13 Oct 2017,South,Michelle Huthwaite,1541.51,363.6841
CA-2014-153850,24 Nov 2014,East,Thea Hendricks,1537.5439999999999,-240.7248
CA-2015-166947,5 Jun 2015,East,Edward Becker,1522.638,169.182
US-2014-119137,23 Jul 2014,West,Arthur Gainer,1520.376,144.4608
US-2017-109253,21 Aug 2017,West,Patrick Ryan,1520.1499999999999,203.8471
CA-2014-144666,9 Nov 2014,West,Jeremy Pistek,1517.574,201.21099999999998
CA-2016-142594,1 Dec 2016,East,Eva Jacobs,1517.049,335.3556
US-2017-109316,8 Jun 2017,West,Maureen Gastineau,1515.186,137.4528
CA-2014-125731,10 Sept 2014,West,Clay Ludtke,1508.768,156.30880000000002
CA-2014-127614,11 Feb 2014,South,Natalie Fritzler,1508.13,186.7374
CA-2016-114867,23 Dec 2016,East,Frank Merwin,1507.938,-372.3033
CA-2016-135776,23 Dec 2016,West,Edward Hooks,1506.02,133.46620000000001
CA-2016-139997,1 Jul 2016,West,Eugene Moren,1499.95,449.985
CA-2017-116680,4 Sept 2017,West,Pete Kriz,1491.616,96.72879999999999
CA-2016-114972,3 Nov 2016,West,Phillip Flathmann,1489.724,469.9156
CA-2014-103492,10 Oct 2014,Central,Craig Molinari,1488.774,117.40079999999999
US-2017-134481,27 Aug 2017,East,Allen Rosenblatt,1488.424,-297.6848
CA-2015-146675,16 Apr 2015,Central,Sarah Brown,1483.528,481.08869999999996
CA-2014-114251,5 Nov 2014,East,Maribeth Dona,1476.8339999999998,-127.15079999999998
CA-2017-162691,1 Aug 2017,Central,Aaron Smayling,1476.27,-251.2959
CA-2016-131289,8 Dec 2016,West,Stefania Perrino,1475.584,-171.2236
US-2017-155425,10 Nov 2017,West,Ann Blume,1475.054,-256.5716
CA-2016-158694,10 Nov 2016,West,Arianne Irving,1467.134,485.1744
CA-2016-169103,8 Mar 2016,South,Zuschuss Carroll,1466.32,81.409
CA-2016-163328,4 Nov 2016,West,Tracy Poddar,1465.032,134.03719999999998
US-2014-138247,24 Dec 2014,West,Ben Ferrer,1461.172,188.78249999999997
